date,cash,positions_value,total_equity,num_positions
2020-11-21,99998.33747027357,0.0,99998.33747027357,1
2020-11-22,99998.33748618404,0.0,99998.33748618404,1
2020-11-23,99998.33750226015,0.0,99998.33750226015,1
2020-11-24,99998.33752232726,0.0,99998.33752232726,1
2020-11-25,99998.33754237327,0.0,99998.33754237327,1
2020-11-26,99998.33755510606,0.0,99998.33755510606,1
2020-11-27,99998.33753013477,0.0,99998.33753013477,1
2020-11-28,99998.33754302641,0.0,99998.33754302641,1
2020-11-29,99998.33754961658,1.653291139566834e-06,99998.33755126987,2
2020-11-30,99998.33756898103,0.0,99998.33756898103,1
2020-12-01,99998.33758079747,-3.5346613589871725e-06,99998.3375772628,2
2020-12-02,99998.33757548111,-1.7345655974447776e-05,99998.33755813546,2
2020-12-03,99998.33759747332,2.705597674348474e-06,99998.33760017891,2
2020-12-04,99998.33761487559,3.703909389303422e-06,99998.3376185795,2
2020-12-05,99998.33763935989,0.0,99998.33763935989,1
2020-12-06,99998.33752086386,0.0,99998.33752086386,1
2020-12-07,99998.33756343758,0.0,99998.33756343758,0
2020-12-08,99998.33756343758,0.0,99998.33756343758,0
2020-12-09,99998.33756343758,0.0,99998.33756343758,0
2020-12-10,99998.33756343758,0.0,99998.33756343758,0
2020-12-11,99998.33756343758,0.0,99998.33756343758,0
2020-12-12,99998.33756343758,0.0,99998.33756343758,0
2020-12-13,99998.33756343758,0.0,99998.33756343758,0
2020-12-14,99998.33756343758,0.0,99998.33756343758,0
2020-12-15,99998.33756343758,0.0,99998.33756343758,0
2020-12-16,99998.33756343758,0.0,99998.33756343758,0
2020-12-17,99998.33756343758,0.0,99998.33756343758,0
2020-12-18,99998.33756343758,0.0,99998.33756343758,0
2020-12-19,99998.33756343758,0.0,99998.33756343758,0
2020-12-20,99998.33756343758,0.0,99998.33756343758,0
2020-12-21,99998.33756343758,0.0,99998.33756343758,0
2020-12-22,99998.33756343758,0.0,99998.33756343758,0
2020-12-23,99998.33756343758,0.0,99998.33756343758,0
2020-12-24,99998.33756343758,0.0,99998.33756343758,0
2020-12-25,99998.33756343758,0.0,99998.33756343758,0
2020-12-26,99998.33756343758,0.0,99998.33756343758,0
2020-12-27,99998.33756343758,0.0,99998.33756343758,0
2020-12-28,99998.33756343758,0.0,99998.33756343758,0
2020-12-29,99998.33756343758,0.0,99998.33756343758,0
2020-12-30,99998.33756494462,0.0,99998.33756494462,1
2020-12-31,99998.33756651424,-2.989707664605108e-07,99998.33756621527,2
2021-01-01,99998.33757008486,0.0,99998.33757008486,1
2021-01-02,99998.33757174635,0.0,99998.33757174635,1
2021-01-03,99998.33757284169,4.3477172570766906e-07,99998.33757327645,2
2021-01-04,99998.33757220287,-1.0524582520894982e-06,99998.33757115042,2
2021-01-05,99998.33757516748,0.0,99998.33757516748,1
2021-01-06,99998.3375759425,0.0,99998.3375759425,1
2021-01-07,99998.33757732867,0.0,99998.33757732867,1
2021-01-08,99998.33758008052,0.0,99998.33758008052,1
2021-01-09,99998.33764979213,7.720116722706964e-07,99998.33765056414,2
2021-01-10,99998.33775657335,-0.0001053492091546906,99998.33765122414,3
2021-01-11,99998.33795703368,0.0,99998.33795703368,1
2021-01-12,99998.33799717242,0.0,99998.33799717242,1
2021-01-13,99998.3380267769,0.0,99998.3380267769,1
2021-01-14,99998.33805274361,-1.4849379390367285e-06,99998.33805125867,2
2021-01-15,99998.33717898362,0.0,99998.33717898362,1
2021-01-16,99998.33728159497,3.522268820371577e-05,99998.33731681766,2
2021-01-17,99998.32997805842,0.0,99998.32997805842,1
2021-01-18,99998.33100894412,-0.0008749825095802164,99998.33013396162,2
2021-01-19,99998.33204619246,-0.0010177274617595915,99998.33102846499,3
2021-01-20,99998.33475642662,0.0,99998.33475642662,1
2021-01-21,99998.3352365281,0.0001989830237817166,99998.33543551112,2
2021-01-22,99998.33747291396,0.0,99998.33747291396,1
2021-01-23,99998.3399430805,0.0,99998.3399430805,1
2021-01-24,99998.34127019077,0.0001492018126228944,99998.34141939257,2
2021-01-25,99998.34316619839,-0.003196815672218475,99998.33996938272,3
2021-01-26,99998.34764535296,0.0,99998.34764535296,1
2021-01-27,99998.34848398555,-0.0010280869614941997,99998.34745589859,2
2021-01-28,99998.35105112521,0.00015572929182262893,99998.3512068545,2
2021-01-29,99998.35500858001,0.0,99998.35500858001,1
2021-01-30,99998.35695648692,0.0005675636759830927,99998.3575240506,2
2021-01-31,99998.33799606634,0.0,99998.33799606634,1
2021-02-01,99998.34950456019,0.0,99998.34950456019,1
2021-02-02,99998.35742773807,0.0023701403647925384,99998.35979787844,2
2021-02-03,99998.37619184358,0.0,99998.37619184358,1
2021-02-04,99998.36192999277,0.0,99998.36192999277,1
2021-02-05,99998.37585500449,-0.004019552814115986,99998.37183545167,2
2021-02-06,99998.38819200675,0.011056533685606752,99998.39924854043,3
2021-02-07,99998.41821313808,0.0060872184739326415,99998.42430035655,2
2021-02-08,99998.43823466526,0.0,99998.43823466526,0
2021-02-09,99998.43823466526,0.0,99998.43823466526,0
2021-02-10,99998.43823466526,0.0,99998.43823466526,0
2021-02-11,99998.43823466526,0.0,99998.43823466526,0
2021-02-12,99998.43823466526,0.0,99998.43823466526,0
2021-02-13,99998.43823466526,0.0,99998.43823466526,0
2021-02-14,99998.43823466526,0.0,99998.43823466526,0
2021-02-15,99998.43823466526,0.0,99998.43823466526,0
2021-02-16,99998.43823466526,0.0,99998.43823466526,0
2021-02-17,99998.43823466526,0.0,99998.43823466526,0
2021-02-18,99998.43823466526,0.0,99998.43823466526,0
2021-02-19,99998.43823466526,0.0,99998.43823466526,0
2021-02-20,99998.43823466526,0.0,99998.43823466526,0
2021-02-21,99998.43823466526,0.0,99998.43823466526,0
2021-02-22,99998.43823466526,0.0,99998.43823466526,0
2021-02-23,99998.43829278233,0.0,99998.43829278233,1
2021-02-24,99998.4384565886,0.0,99998.4384565886,1
2021-02-25,99998.43906395121,0.0,99998.43906395121,1
2021-02-26,99998.43937639719,0.00025477905359396575,99998.43963117624,2
2021-02-27,99998.44034275613,0.0,99998.44034275613,1
2021-02-28,99998.44059525247,0.0,99998.44059525247,1
2021-03-01,99998.44109930246,0.0,99998.44109930246,1
2021-03-02,99998.44144733337,0.0,99998.44144733337,1
2021-03-03,99998.44157512912,0.0,99998.44157512912,1
2021-03-04,99998.44169621808,0.0,99998.44169621808,1
2021-03-05,99998.43930104461,0.0,99998.43930104461,1
2021-03-06,99998.43959458613,1.2124203867573072e-05,99998.43960671034,2
2021-03-07,99998.41724988681,0.0,99998.41724988681,1
2021-03-08,99998.41902293981,-9.880558474113695e-05,99998.41892413422,2
2021-03-09,99998.42355882241,0.0,99998.42355882241,1
2021-03-10,99998.42955661123,0.0,99998.42955661123,1
2021-03-11,99998.43407221603,0.00037344664930114577,99998.43444566267,2
2021-03-12,99998.44713881685,0.0,99998.44713881685,1
2021-03-13,99998.42648514613,0.0,99998.42648514613,1
2021-03-14,99998.3983950492,0.0,99998.3983950492,1
2021-03-15,99998.42085809869,0.012737149622218405,99998.43359524831,2
2021-03-16,99998.4763331198,0.0,99998.4763331198,1
2021-03-17,99998.4963810282,0.006024360370789571,99998.50240538857,2
2021-03-18,99998.31273232384,0.0,99998.31273232384,1
2021-03-19,99998.32517610642,0.0,99998.32517610642,0
2021-03-20,99998.32517610642,0.0,99998.32517610642,0
2021-03-21,99998.32517610642,0.0,99998.32517610642,0
2021-03-22,99998.32517610642,0.0,99998.32517610642,0
2021-03-23,99998.32517610642,0.0,99998.32517610642,0
2021-03-24,99998.32517610642,0.0,99998.32517610642,0
2021-03-25,99998.32517610642,0.0,99998.32517610642,0
2021-03-26,99998.32517610642,0.0,99998.32517610642,0
2021-03-27,99998.32517610642,0.0,99998.32517610642,0
2021-03-28,99998.32517610642,0.0,99998.32517610642,0
2021-03-29,99998.32517610642,0.0,99998.32517610642,0
2021-03-30,99998.32517610642,0.0,99998.32517610642,0
2021-03-31,99998.32517610642,0.0,99998.32517610642,0
2021-04-01,99998.32517610642,0.0,99998.32517610642,0
2021-04-02,99998.32517610642,0.0,99998.32517610642,0
2021-04-03,99998.32517610642,0.0,99998.32517610642,0
2021-04-04,99998.32517610642,0.0,99998.32517610642,0
2021-04-05,99998.32517610642,0.0,99998.32517610642,0
2021-04-06,99998.32517610642,0.0,99998.32517610642,0
2021-04-07,99998.32517610642,0.0,99998.32517610642,0
2021-04-08,99998.32517610642,0.0,99998.32517610642,0
2021-04-09,99998.32517610642,0.0,99998.32517610642,0
2021-04-10,99998.32517610642,0.0,99998.32517610642,0
2021-04-11,99998.32517610642,0.0,99998.32517610642,0
2021-04-12,99998.32517610642,0.0,99998.32517610642,0
2021-04-13,99998.32517610642,0.0,99998.32517610642,0
2021-04-14,99998.32517610642,0.0,99998.32517610642,0
2021-04-15,99998.32517610642,0.0,99998.32517610642,0
2021-04-16,99998.32517610642,0.0,99998.32517610642,0
2021-04-17,99998.32517610642,0.0,99998.32517610642,0
2021-04-18,99998.32517610642,0.0,99998.32517610642,0
2021-04-19,99998.32517610642,0.0,99998.32517610642,0
2021-04-20,99998.32517610642,0.0,99998.32517610642,0
2021-04-21,99998.32517610642,0.0,99998.32517610642,0
2021-04-22,99998.32517610642,0.0,99998.32517610642,0
2021-04-23,99998.32517610642,0.0,99998.32517610642,0
2021-04-24,99998.32517610642,0.0,99998.32517610642,0
2021-04-25,99998.32517610642,0.0,99998.32517610642,0
2021-04-26,99998.32517610642,0.0,99998.32517610642,0
2021-04-27,99998.32517610642,0.0,99998.32517610642,0
2021-04-28,99998.32517610642,0.0,99998.32517610642,0
2021-04-29,99998.32517610642,0.0,99998.32517610642,0
2021-04-30,99998.32517610642,0.0,99998.32517610642,0
2021-05-01,99998.32517610642,0.0,99998.32517610642,0
2021-05-02,99998.32517610642,0.0,99998.32517610642,0
2021-05-03,99998.32517610642,0.0,99998.32517610642,0
2021-05-04,99998.32517610642,0.0,99998.32517610642,0
2021-05-05,99998.32517610642,0.0,99998.32517610642,0
2021-05-06,99998.32517610642,0.0,99998.32517610642,0
2021-05-07,99998.32517610642,0.0,99998.32517610642,0
2021-05-08,99998.32517610642,0.0,99998.32517610642,0
2021-05-09,99998.32517610642,0.0,99998.32517610642,0
2021-05-10,99998.32517610642,0.0,99998.32517610642,0
2021-05-11,99998.32517610642,0.0,99998.32517610642,0
2021-05-12,99998.32517610642,0.0,99998.32517610642,0
2021-05-13,99998.32517610642,0.0,99998.32517610642,0
2021-05-14,99998.32517610642,0.0,99998.32517610642,0
2021-05-15,99998.32517610642,0.0,99998.32517610642,0
2021-05-16,99998.32517610642,0.0,99998.32517610642,0
2021-05-17,99998.32517610642,0.0,99998.32517610642,0
2021-05-18,99998.32517610642,0.0,99998.32517610642,0
2021-05-19,99998.32517610642,0.0,99998.32517610642,0
2021-05-20,99998.32517610642,0.0,99998.32517610642,0
2021-05-21,99998.32517610642,0.0,99998.32517610642,0
2021-05-22,99998.32517610642,0.0,99998.32517610642,0
2021-05-23,99998.32517610642,0.0,99998.32517610642,0
2021-05-24,99998.32517610642,0.0,99998.32517610642,0
2021-05-25,99998.32517610642,0.0,99998.32517610642,0
2021-05-26,99998.32517610642,0.0,99998.32517610642,0
2021-05-27,99998.32517610642,0.0,99998.32517610642,0
2021-05-28,99998.32517610642,0.0,99998.32517610642,0
2021-05-29,99998.32517610642,0.0,99998.32517610642,0
2021-05-30,99998.32517610642,0.0,99998.32517610642,0
2021-05-31,99998.32517610642,0.0,99998.32517610642,0
2021-06-01,99998.32517610642,0.0,99998.32517610642,0
2021-06-02,99998.32517610642,0.0,99998.32517610642,0
2021-06-03,99998.32517610642,0.0,99998.32517610642,0
2021-06-04,99998.32517610642,0.0,99998.32517610642,0
2021-06-05,99998.32517610642,0.0,99998.32517610642,0
2021-06-06,99998.32517610642,0.0,99998.32517610642,0
2021-06-07,99998.32517610642,0.0,99998.32517610642,0
2021-06-08,99998.32517610642,0.0,99998.32517610642,0
2021-06-09,99998.32517610642,0.0,99998.32517610642,0
2021-06-10,99998.32517610642,0.0,99998.32517610642,0
2021-06-11,99998.32517610642,0.0,99998.32517610642,0
2021-06-12,99998.32517610642,0.0,99998.32517610642,0
2021-06-13,99998.32517610642,0.0,99998.32517610642,0
2021-06-14,99998.32517610642,0.0,99998.32517610642,0
2021-06-15,99998.32517610642,0.0,99998.32517610642,0
2021-06-16,99998.32517610642,0.0,99998.32517610642,0
2021-06-17,99998.32517610642,0.0,99998.32517610642,0
2021-06-18,99998.32517610642,0.0,99998.32517610642,0
2021-06-19,99998.32517610642,0.0,99998.32517610642,0
2021-06-20,99998.32517610642,0.0,99998.32517610642,0
2021-06-21,99998.32517610642,0.0,99998.32517610642,0
2021-06-22,99998.32517610642,0.0,99998.32517610642,0
2021-06-23,99998.32517610642,0.0,99998.32517610642,0
2021-06-24,99998.32517610642,0.0,99998.32517610642,0
2021-06-25,99998.32517610642,0.0,99998.32517610642,0
2021-06-26,99998.32517610642,0.0,99998.32517610642,0
2021-06-27,99998.32517610642,0.0,99998.32517610642,0
2021-06-28,99998.32517610642,0.0,99998.32517610642,0
2021-06-29,99998.32517610642,0.0,99998.32517610642,0
2021-06-30,99998.32517610642,0.0,99998.32517610642,0
2021-07-01,99998.32517610642,0.0,99998.32517610642,0
2021-07-02,99998.32517610642,0.0,99998.32517610642,0
2021-07-03,99998.32517610642,0.0,99998.32517610642,0
2021-07-04,99998.32517610642,0.0,99998.32517610642,0
2021-07-05,99998.32517610642,0.0,99998.32517610642,0
2021-07-06,99998.32517610642,0.0,99998.32517610642,0
2021-07-07,99998.32517610642,0.0,99998.32517610642,0
2021-07-08,99998.32517610642,0.0,99998.32517610642,0
2021-07-09,99998.32517610642,0.0,99998.32517610642,0
2021-07-10,99998.32517610642,0.0,99998.32517610642,0
2021-07-11,99998.32517610642,0.0,99998.32517610642,0
2021-07-12,99998.32517610642,0.0,99998.32517610642,0
2021-07-13,99998.32517610642,0.0,99998.32517610642,0
2021-07-14,99998.32517610642,0.0,99998.32517610642,0
2021-07-15,99998.32517610642,0.0,99998.32517610642,0
2021-07-16,99998.32517610642,0.0,99998.32517610642,0
2021-07-17,99998.32517610642,0.0,99998.32517610642,0
2021-07-18,99998.32517610642,0.0,99998.32517610642,0
2021-07-19,99998.32517610642,0.0,99998.32517610642,0
2021-07-20,99998.32517610642,0.0,99998.32517610642,0
2021-07-21,99998.32517610642,0.0,99998.32517610642,0
2021-07-22,99998.32517610642,0.0,99998.32517610642,0
2021-07-23,99998.32517610642,0.0,99998.32517610642,0
2021-07-24,99998.32517610642,0.0,99998.32517610642,0
2021-07-25,99998.32517610642,0.0,99998.32517610642,0
2021-07-26,99998.32517610642,0.0,99998.32517610642,0
2021-07-27,99998.32517610642,0.0,99998.32517610642,0
2021-07-28,99998.32517610642,0.0,99998.32517610642,0
2021-07-29,99998.32517610642,0.0,99998.32517610642,0
2021-07-30,99998.32517610642,0.0,99998.32517610642,0
2021-07-31,99998.32517610642,0.0,99998.32517610642,0
2021-08-01,99998.32517610642,0.0,99998.32517610642,0
2021-08-02,99998.32517610642,0.0,99998.32517610642,0
2021-08-03,99998.32517610642,0.0,99998.32517610642,0
2021-08-04,99998.32517610642,0.0,99998.32517610642,0
2021-08-05,99998.32517610642,0.0,99998.32517610642,0
2021-08-06,99998.32517610642,0.0,99998.32517610642,0
2021-08-07,99998.32517610642,0.0,99998.32517610642,0
2021-08-08,99998.32517610642,0.0,99998.32517610642,0
2021-08-09,99998.32517610642,0.0,99998.32517610642,0
2021-08-10,99998.32517610642,0.0,99998.32517610642,0
2021-08-11,99998.32517610642,0.0,99998.32517610642,0
2021-08-12,99998.32517610642,0.0,99998.32517610642,0
2021-08-13,99998.32517610642,0.0,99998.32517610642,0
2021-08-14,99998.32517610642,0.0,99998.32517610642,0
2021-08-15,99998.32517610642,0.0,99998.32517610642,0
2021-08-16,99998.32517610642,0.0,99998.32517610642,0
2021-08-17,99998.32517610642,0.0,99998.32517610642,0
2021-08-18,99998.32517610642,0.0,99998.32517610642,0
2021-08-19,99998.32517610642,0.0,99998.32517610642,0
2021-08-20,99998.32517610642,0.0,99998.32517610642,0
2021-08-21,99998.32517610642,0.0,99998.32517610642,0
2021-08-22,99998.32517610642,0.0,99998.32517610642,0
2021-08-23,99998.32517610642,0.0,99998.32517610642,0
2021-08-24,99998.32517610642,0.0,99998.32517610642,0
2021-08-25,99998.32517610642,0.0,99998.32517610642,0
2021-08-26,99998.32517610642,0.0,99998.32517610642,0
2021-08-27,99998.3271137588,0.0,99998.3271137588,1
2021-08-28,99998.32966415306,0.0,99998.32966415306,1
2021-08-29,99998.33052317501,-0.0004774187021812552,99998.33004575632,2
2021-08-30,99998.3256620925,0.0,99998.3256620925,1
2021-08-31,99998.32677975036,-0.002676258826613887,99998.32410349154,2
2021-09-01,99998.3297236379,0.0,99998.3297236379,1
2021-09-02,99998.33092695821,0.0,99998.33092695821,1
2021-09-03,99998.33164685738,0.00016678925844831974,99998.33181364664,2
2021-09-04,99998.3333307706,0.0,99998.3333307706,1
2021-09-05,99998.33349806505,0.00021500551146180844,99998.33371307056,2
2021-09-06,99998.3351759878,0.0,99998.3351759878,1
2021-09-07,99998.33629927451,0.00046815061015718635,99998.33676742512,2
2021-09-08,99998.33886314202,0.0,99998.33886314202,1
2021-09-09,99998.34028267446,0.0,99998.34028267446,1
2021-09-10,99998.34101249599,0.0,99998.34101249599,1
2021-09-11,99998.3413762073,0.0,99998.3413762073,1
2021-09-12,99998.34158373892,-0.00015616612861764703,99998.34142757278,2
2021-09-13,99998.34189902994,3.843682822589215e-05,99998.34193746677,2
2021-09-14,99998.34318075463,0.0,99998.34318075463,1
2021-09-15,99998.34546220604,0.0,99998.34546220604,1
2021-09-16,99998.34830642243,0.0,99998.34830642243,1
2021-09-17,99998.34984931702,0.0002282487641789717,99998.35007756579,2
2021-09-18,99998.34878664999,-0.0033103604546716246,99998.34547628954,2
2021-09-19,99998.35098649847,-0.00018600282347936608,99998.35080049564,3
2021-09-20,99998.35579818043,0.0006344551889872201,99998.35643263563,2
2021-09-21,99998.35985142911,0.0,99998.35985142911,1
2021-09-22,99998.35201585913,0.0,99998.35201585913,1
2021-09-23,99998.35965430686,0.0,99998.35965430686,1
2021-09-24,99998.36301716098,0.0015516150294682548,99998.36456877601,2
2021-09-25,99998.36734557117,0.0014093774631580142,99998.36875494863,2
2021-09-26,99998.36557288453,-0.003956536207581159,99998.36161634832,2
2021-09-27,99998.35193027674,-0.005501224742865152,99998.34642905199,2
2021-09-28,99998.35678644995,0.0001865638581152309,99998.35697301381,2
2021-09-29,99998.36247281922,0.0,99998.36247281922,1
2021-09-30,99998.36322083695,0.0002493136828028411,99998.36347015064,2
2021-10-01,99998.35913684883,0.0,99998.35913684883,0
2021-10-02,99998.35913684883,0.0,99998.35913684883,0
2021-10-03,99998.35913684883,0.0,99998.35913684883,0
2021-10-04,99998.35913684883,0.0,99998.35913684883,0
2021-10-05,99998.35913684883,0.0,99998.35913684883,0
2021-10-06,99998.35913684883,0.0,99998.35913684883,0
2021-10-07,99998.35913684883,0.0,99998.35913684883,0
2021-10-08,99998.35913684883,0.0,99998.35913684883,0
2021-10-09,99998.35913684883,0.0,99998.35913684883,0
2021-10-10,99998.35913684883,0.0,99998.35913684883,0
2021-10-11,99998.35913684883,0.0,99998.35913684883,0
2021-10-12,99998.35913684883,0.0,99998.35913684883,0
2021-10-13,99998.35913684883,0.0,99998.35913684883,0
2021-10-14,99998.35913684883,0.0,99998.35913684883,0
2021-10-15,99998.35913684883,0.0,99998.35913684883,0
2021-10-16,99998.35913684883,0.0,99998.35913684883,0
2021-10-17,99998.35913684883,0.0,99998.35913684883,0
2021-10-18,99998.35913684883,0.0,99998.35913684883,0
2021-10-19,99998.35913684883,0.0,99998.35913684883,0
2021-10-20,99998.42666652116,0.0,99998.42666652116,1
2021-10-21,99998.4864804083,0.028820231776452737,99998.51530064008,2
2021-10-22,99998.56581813909,0.010751937988263786,99998.57657007707,2
2021-10-23,99998.59349116795,0.028059423713807187,99998.62155059166,3
2021-10-24,99998.65558997176,0.029829011902767856,99998.68541898367,3
2021-10-25,99998.68526037867,-0.0034990792054207104,99998.68176129946,4
2021-10-26,99998.71042600763,0.001136986266892132,99998.71156299389,5
2021-10-27,99998.75156856231,0.03881582080588919,99998.79038438312,5
2021-10-28,99998.81830304825,0.017476832846193925,99998.83577988109,3
2021-10-29,99998.88907765313,0.0,99998.88907765313,1
2021-10-30,99998.70887669244,0.0,99998.70887669244,1
2021-10-31,99998.80706596441,0.0,99998.80706596441,1
2021-11-01,99998.91451191493,0.0,99998.91451191493,1
2021-11-02,99998.97178513146,-0.09077963951272831,99998.88100549194,2
2021-11-03,99999.03036690979,-0.13264813136648904,99998.89771877842,3
2021-11-04,99998.96967939794,0.0,99998.96967939794,0
2021-11-05,99998.96967939794,0.0,99998.96967939794,0
2021-11-06,99998.96967939794,0.0,99998.96967939794,0
